# ell mean_D_TT_uK2 mean_D_TE_uK2 mean_D_EE_uK2 mean_C_TT_uK2 mean_C_TE_uK2 mean_C_EE_uK2 draw_D_TT_uK2 draw_D_TE_uK2 draw_D_EE_uK2 draw_C_TT_uK2 draw_C_TE_uK2 draw_C_EE_uK2 TT_D_68_lower_uK2 TT_D_68_upper_uK2 TT_D_95_lower_uK2 TT_D_95_upper_uK2 EE_D_68_lower_uK2 EE_D_68_upper_uK2 EE_D_95_lower_uK2 EE_D_95_upper_uK2 sigma_D_TT_uK2 sigma_D_TE_uK2 sigma_D_EE_uK2 cov_D_TT_TT_uK4 cov_D_TT_TE_uK4 cov_D_TT_EE_uK4 cov_D_TE_TE_uK4 cov_D_TE_EE_uK4 cov_D_EE_EE_uK4
1122 1.24030779645800e+03 -5.45381658687900e+01 1.56410696849300e+01 6.18495762963446e-03 -2.71961722775371e-04 7.79962470281286e-05 1.29002263631094e+03 -5.78183508072306e+01 1.64478645131621e+01 6.43286720412280e-03 -2.88318795527439e-04 8.20194353388640e-05 1.20349438808258e+03 1.27711307736833e+03 1.16880211013079e+03 1.31390646435406e+03 1.51768292057650e+01 1.61052076715941e+01 1.47393375294871e+01 1.65691956683091e+01 3.70199901450295e+01 3.15693123041003e+00 4.66845606588458e-01 1.37047967033808e+03 -6.02620154401602e+01 2.64980983192129e+00 9.96621479353818e+00 -7.59942318790214e-01 2.17944820390945e-01
1123 1.24062195566200e+03 -5.37017923440400e+01 1.54941291966300e+01 6.17551617551795e-03 -2.67314539905884e-04 7.71260294424630e-05 1.26060946792380e+03 -5.08292818672122e+01 1.55207814568443e+01 6.27500917958559e-03 -2.53015877180276e-04 7.72586979506385e-05 1.20381561085520e+03 1.27742017816769e+03 1.16912952471901e+03 1.31420603504344e+03 1.50344547090961e+01 1.59537022447350e+01 1.46012601348208e+01 1.64131208584717e+01 3.70128838496592e+01 3.13657659838364e+00 4.62253953905295e-01 1.36995357086836e+03 -5.93000646554673e+01 2.56687361011339e+00 9.83811275752790e+00 -7.40598583595151e-01 2.13678717901079e-01
1124 1.24086583100800e+03 -5.28578844599100e+01 1.53516624534700e+01 6.16574927447264e-03 -2.62646012658840e-04 7.62810122328377e-05 1.22718057156405e+03 -5.53267500940838e+01 1.62298773684582e+01 6.09774846698890e-03 -2.74913581087500e-04 8.06447821422089e-05 1.20406862043376e+03 1.27765492489569e+03 1.16939067831735e+03 1.31443118298667e+03 1.48964171385868e+01 1.58068073508632e+01 1.44673908501285e+01 1.62617934471890e+01 3.70036952784785e+01 3.11648104911692e+00 4.57799888796037e-01 1.36927346426249e+03 -5.83277391957946e+01 2.48462067547994e+00 9.71245412950492e+00 -7.21615295894225e-01 2.09580738181663e-01
1125 1.24102468178800e+03 -5.20068326342000e+01 1.52135863356500e+01 6.15558559025663e-03 -2.57958213286089e-04 7.54606529573035e-05 1.25265424808089e+03 -5.34606694042705e+01 1.49399099909270e+01 6.21326920585590e-03 -2.65169364525674e-04 7.41031955362762e-05 1.20423911029798e+03 1.27780214275174e+03 1.16957167366898e+03 1.31456629952562e+03 1.47626360233940e+01 1.56644372218481e+01 1.43376516955795e+01 1.61151250134326e+01 3.69919878078846e+01 3.09663312826940e+00 4.53480747402816e-01 1.36840716197868e+03 -5.73449692764636e+01 2.40311918315566e+00 9.58913673109551e+00 -7.02985729297292e-01 2.05644788265017e-01
1126 1.24109861924200e+03 -5.11491752492000e+01 1.50799665313200e+01 6.14502783225102e-03 -2.53253932145203e-04 7.46651495760840e-05 1.23737705148843e+03 -4.76259316624925e+01 1.47822642223748e+01 6.12660130508330e-03 -2.35809363627884e-04 7.31911418334029e-05 1.20432718507163e+03 1.27786194958988e+03 1.16967260925503e+03 1.31461150922041e+03 1.46331752868526e+01 1.55266593103069e+01 1.42121049259891e+01 1.59731847682173e+01 3.69777680918302e+01 3.07705190968711e+00 4.49298304407332e-01 1.36735533305317e+03 -5.63525705966704e+01 2.32244840539137e+00 9.46824845490910e+00 -6.84711807245945e-01 2.01868966343303e-01
1127 1.24110260650800e+03 -5.02853015432000e+01 1.49508689737800e+01 6.13415209990226e-03 -2.48535202841386e-04 7.38946996243256e-05 1.24285741905348e+03 -4.85534397202310e+01 1.49033629417882e+01 6.14282526439676e-03 -2.39975472338526e-04 7.36599009667669e-05 1.20434736145230e+03 1.27784975488948e+03 1.16970758111992e+03 1.31458266781283e+03 1.45080990931549e+01 1.53935413182990e+01 1.40908130329097e+01 1.58360421762156e+01 3.69614850763851e+01 3.05777145957375e+00 4.45254338807802e-01 1.36615137905184e+03 -5.53518570415133e+01 2.24267099892732e+00 9.34996629898381e+00 -6.66792864460666e-01 1.98251426227173e-01
1128 1.24102931683600e+03 -4.94157487703900e+01 1.48263598455100e+01 6.12292398447998e-03 -2.43804774998109e-04 7.31495002326369e-05 1.24689983130709e+03 -4.53131001252380e+01 1.45652200834746e+01 6.15188761440285e-03 -2.23563346815462e-04 7.18611028591206e-05 1.20429252686611e+03 1.27775801777097e+03 1.16966967861676e+03 1.31447202045610e+03 1.43874718512674e+01 1.52651512014695e+01 1.39738387484410e+01 1.57037669600130e+01 3.69429233841472e+01 3.03880263018911e+00 4.41350634032487e-01 1.36477958816697e+03 -5.43432812914989e+01 2.16386019188153e+00 9.23432142524425e+00 -6.49229661767940e-01 1.94790382160878e-01
1129 1.24087141858300e+03 -4.85408308093600e+01 1.47064312986000e+01 6.11130929974823e-03 -2.39064278780392e-04 7.24293822996383e-05 1.25517261106253e+03 -4.88646617637008e+01 1.46733222998168e+01 6.18174287512824e-03 -2.40659150814006e-04 7.22663200120080e-05 1.20415556361411e+03 1.27757919269377e+03 1.16955198576532e+03 1.31427180788498e+03 1.42712861332081e+01 1.51414806921150e+01 1.38611750349123e+01 1.55763504267179e+01 3.69218678711832e+01 3.02014796399341e+00 4.37586767760033e-01 1.36322432709711e+03 -5.33270735596352e+01 2.08606662741294e+00 9.12129372441351e+00 -6.32016284616927e-01 1.91482179318673e-01
1130 1.24064386022200e+03 -4.76610838903900e+01 1.45910757420800e+01 6.09938364043836e-03 -2.34316426081040e-04 7.17341789461762e-05 1.23162216342831e+03 -4.64774952467042e+01 1.51420183253816e+01 6.05503022718517e-03 -2.28497543288186e-04 7.44427807352578e-05 1.20395097478785e+03 1.27732867341363e+03 1.16936858598393e+03 1.31399786904100e+03 1.41595347594249e+01 1.50225217879802e+01 1.37528150950970e+01 1.54537841574279e+01 3.68987664185121e+01 3.00183545879031e+00 4.33962326227518e-01 1.36151896320791e+03 -5.23046714729217e+01 2.00935773339831e+00 9.01101612165082e+00 -6.15149478101999e-01 1.88323300584799e-01
1131 1.24033187183400e+03 -4.67769694878400e+01 1.44803601291400e+01 6.08707622412226e-03 -2.29563542848338e-04 7.10640900717036e-05 1.23888803243308e+03 -4.70846070032551e+01 1.50702316631908e+01 6.07999041048773e-03 -2.31073310555075e-04 7.39589548024616e-05 1.20366442443028e+03 1.27699125614446e+03 1.16910555239622e+03 1.31363456653652e+03 1.40522828899112e+01 1.49083432350995e+01 1.36488223935119e+01 1.53361386847288e+01 3.68731826297784e+01 2.98386714312605e+00 4.30479112656552e-01 1.35963159724899e+03 -5.12761521198184e+01 1.93379131636440e+00 8.90346312782720e+00 -5.98627807276815e-01 1.85312266433573e-01
1132 1.23994296350900e+03 -4.58888000632000e+01 1.43743516772000e+01 6.07442591985103e-03 -2.24807208668627e-04 7.04193152255459e-05 1.22637675629826e+03 -4.40301758967598e+01 1.41504717043827e+01 6.00796566874258e-03 -2.15701890807929e-04 6.93225371076487e-05 1.20330319746486e+03 1.27657467609261e+03 1.16876995779451e+03 1.31318986068435e+03 1.39495959440828e+01 1.47990140485439e+01 1.35492606494900e+01 1.52234848149716e+01 3.68453429354556e+01 2.96626791390069e+00 4.27138935102664e-01 1.35757929603133e+03 -5.02423794633432e+01 1.85941012913055e+00 8.79874533703677e+00 -5.82447461503889e-01 1.82447669880638e-01
1133 1.23947721189300e+03 -4.49970362259000e+01 1.42730435878300e+01 6.06143497414429e-03 -2.20049716521979e-04 6.97996903538290e-05 1.24142659612949e+03 -4.42342234801694e+01 1.43375132329350e+01 6.07096807864652e-03 -2.16319321310733e-04 7.01149672769227e-05 1.20286736532929e+03 1.27607901511061e+03 1.16836186878884e+03 1.31266383862400e+03 1.38514675146809e+01 1.46945270388410e+01 1.34541238189551e+01 1.51158149622084e+01 3.68152525735922e+01 2.94904869341148e+00 4.23941400162840e-01 1.35536282205738e+03 -4.92040591131247e+01 1.78626666882660e+00 8.69688819611193e+00 -5.66603140163596e-01 1.79726310772029e-01
1134 1.23892726012900e+03 -4.41020639095600e+01 1.41764293336400e+01 6.04806933276367e-03 -2.15292978713876e-04 6.92050536461293e-05 1.21445183937682e+03 -4.80676576627336e+01 1.39662268864279e+01 5.92858770827967e-03 -2.34651811743566e-04 6.81789086773577e-05 1.20234978543307e+03 1.27549670212137e+03 1.16787434482264e+03 1.31204871524282e+03 1.37578914566254e+01 1.45948752964171e+01 1.33634061116916e+01 1.50131218292802e+01 3.67826960760366e+01 2.93221170597948e+00 4.20886123345447e-01 1.35296673062208e+03 -4.81615242005335e+01 1.71440461972932e+00 8.59786548868308e+00 -5.51088402363643e-01 1.77145128824759e-01
1135 1.23830060285500e+03 -4.32042686824500e+01 1.40845026614400e+01 6.03436755733865e-03 -2.10538892313248e-04 6.86352455336691e-05 1.25776532791002e+03 -4.65755305061382e+01 1.46500598315165e+01 6.12922118586286e-03 -2.26967401618060e-04 7.13912644123333e-05 1.20175772803076e+03 1.27483545609640e+03 1.16731444474773e+03 1.31135243382644e+03 1.36688618901023e+01 1.45000521948307e+01 1.32771019943627e+01 1.49153984111216e+01 3.67478990857112e+01 2.91577474962641e+00 4.17972729143243e-01 1.35040808721361e+03 -4.71156952491301e+01 1.64386510998268e+00 8.50174239055893e+00 -5.35896642222401e-01 1.74701202307451e-01
1136 1.23759730109400e+03 -4.23039614910700e+01 1.39973318788400e+01 6.02033178059922e-03 -2.05788978034132e-04 6.80904700416558e-05 1.23175005185109e+03 -3.94218810432838e+01 1.34303411613703e+01 5.99188764904280e-03 -1.91769005221721e-04 6.53323255041149e-05 1.20109124943281e+03 1.27409534276960e+03 1.16668222051275e+03 1.31057506489890e+03 1.35844452959136e+01 1.44101278681408e+01 1.31952762204825e+01 1.48227166617980e+01 3.67108663421231e+01 2.89975387046661e+00 4.15203054576962e-01 1.34768770758922e+03 -4.60671082859065e+01 1.57468117715612e+00 8.40857250928611e+00 -5.21022955371908e-01 1.72393576530040e-01
1137 1.23680998219800e+03 -4.14016758211900e+01 1.39149112901500e+01 6.00592802562127e-03 -2.01045826522416e-04 6.75705701720046e-05 1.18600266226913e+03 -3.51862703164066e+01 1.37712877991002e+01 5.75920855289740e-03 -1.70863924169526e-04 6.68731369668644e-05 1.20034319146796e+03 1.27326877506265e+03 1.16597071618531e+03 1.30970880714312e+03 1.35046363365608e+01 1.43250962625869e+01 1.31179237847014e+01 1.47350701640822e+01 3.66713821657559e+01 2.88415146040077e+00 4.12576739408941e-01 1.34479026994692e+03 -4.50162689541744e+01 1.50690000949706e+00 8.31832964653190e+00 -5.06462106650907e-01 1.70219565901313e-01
1138 1.23594612484300e+03 -4.04977220239900e+01 1.38372354827100e+01 5.99119454835747e-03 -1.96310928554306e-04 6.70753911695638e-05 1.28864873202024e+03 -4.34319738261595e+01 1.42999757816235e+01 6.24666812156409e-03 -2.10534585271462e-04 6.93185044415991e-05 1.19952080922232e+03 1.27236345519173e+03 1.16518697618722e+03 1.30876158628675e+03 1.34294299484360e+01 1.42449516165755e+01 1.30450399469778e+01 1.46524528020793e+01 3.66296714014469e+01 2.86898388609270e+00 4.10093432592374e-01 1.34173282697798e+03 -4.39639899872810e+01 1.44054939756905e+00 8.23106853865957e+00 -4.92205986964673e-01 1.68176623455396e-01
1139 1.23500577392000e+03 -3.95924844772800e+01 1.37642993295500e+01 5.97613336797136e-03 -1.91586122593212e-04 6.66047805177290e-05 1.20401797771224e+03 -3.72679715993040e+01 1.29900913331872e+01 5.82618491685659e-03 -1.80337916902433e-04 6.28584253682076e-05 1.19862414338166e+03 1.27137943225155e+03 1.16433103731935e+03 1.30773345570634e+03 1.33588213444250e+01 1.41696884633977e+01 1.29766202351270e+01 1.45748587640003e+01 3.65857382785231e+01 2.85425972610169e+00 4.07752792328878e-01 1.33851624538459e+03 -4.29108792744877e+01 1.37566022561093e+00 8.14679858404611e+00 -4.78247308070069e-01 1.66262339651997e-01
1140 1.23397411212900e+03 -3.86864216126900e+01 1.36961722754200e+01 5.96067470114620e-03 -1.86873591850953e-04 6.61589467576298e-05 1.30288269601922e+03 -4.43054359302785e+01 1.36282239674743e+01 6.29353553562318e-03 -2.14016070902188e-04 6.58307245071170e-05 1.19763881007909e+03 1.27030145560333e+03 1.16338892435013e+03 1.30660873174377e+03 1.32928781125494e+01 1.40993781041666e+01 1.29127304816174e+01 1.45023612007996e+01 3.65391469327733e+01 2.83997897815651e+00 4.05556685727156e-01 1.33510925857480e+03 -4.18571177211463e+01 1.31226586338870e+00 8.06548059637090e+00 -4.64582108835540e-01 1.64476225337995e-01
1141 1.23287345837700e+03 -3.77799916593600e+01 1.36327754886900e+01 5.94492832760003e-03 -1.82175503176046e-04 6.57373817530441e-05 1.18664460763069e+03 -3.49392280785358e+01 1.35262184139864e+01 5.72201234016696e-03 -1.68477312360998e-04 6.52235624574727e-05 1.19658646787302e+03 1.26915250435734e+03 1.16238167347545e+03 1.30541105343581e+03 1.32315239317361e+01 1.40339391972874e+01 1.28532967264292e+01 1.44348762567835e+01 3.64905614179594e+01 2.82616636261111e+00 4.03502588110039e-01 1.33156107259787e+03 -4.08041602930612e+01 1.25039664457408e+00 7.98721630915451e+00 -4.51201177622984e-01 1.62814338611500e-01
1142 1.23168898422400e+03 -3.68735783876500e+01 1.35741789975500e+01 5.92882445088829e-03 -1.77493649725365e-04 6.53402972440423e-05 1.27212216238606e+03 -4.18897930702588e+01 1.35952175047296e+01 6.12345249285733e-03 -2.01639563703717e-04 6.54415676275352e-05 1.19545272200798e+03 1.26791731648344e+03 1.16129529881401e+03 1.30412472548365e+03 1.31748269567161e+01 1.39734436440404e+01 1.27983853529763e+01 1.43724776997976e+01 3.64395456170614e+01 2.81282056470444e+00 4.01592383410830e-01 1.32784048477790e+03 -3.97521053032724e+01 1.19007508368505e+00 7.91195952922419e+00 -4.38099390209324e-01 1.61276442413591e-01
1143 1.23042814063100e+03 -3.59675654198300e+01 1.35203788417200e+01 5.91240082132117e-03 -1.72829811272091e-04 6.49675477410361e-05 1.18716290174356e+03 -3.85911899871779e+01 1.33415436486579e+01 5.70450454076180e-03 -1.85436740140665e-04 6.41082164989861e-05 1.19424480120026e+03 1.26660356513803e+03 1.16013681967023e+03 1.30275764319520e+03 1.31227835326504e+01 1.39178871788134e+01 1.27479929889491e+01 1.43151609535787e+01 3.63863230220725e+01 2.79995630244761e+00 3.99825764439464e-01 1.32396450306660e+03 -3.87017968015263e+01 1.13132117379077e+00 7.83975529561609e+00 -4.25269007862221e-01 1.59860641909602e-01
1144 1.22908351616400e+03 -3.50624105407000e+01 1.34713713578100e+01 5.89562363732424e-03 -1.68186110745736e-04 6.46189899708002e-05 1.21086248743880e+03 -3.26433149246658e+01 1.39806145386240e+01 5.80822166159527e-03 -1.56582279836547e-04 6.70617093584326e-05 1.19295550903146e+03 1.26520362391795e+03 1.15889924238845e+03 1.30130196540629e+03 1.30753902921628e+01 1.38672658423087e+01 1.27021165406439e+01 1.42629217576269e+01 3.63306774117080e+01 2.78757252001830e+00 3.98202433485905e-01 1.31991812119359e+03 -3.76536748209255e+01 1.07415695318881e+00 7.77056055436116e+00 -4.12703148181530e-01 1.58565178034097e-01
1145 1.22766255034600e+03 -3.41584971577400e+01 1.34271531812100e+01 5.87853044842407e-03 -1.63564299943489e-04 6.42944828683999e-05 1.30312047803095e+03 -3.55153342806675e+01 1.38498166692637e+01 6.23985264184436e-03 -1.70061368977999e-04 6.63183616478417e-05 1.19159206332475e+03 1.26372515399691e+03 1.15758957588742e+03 1.29976557489148e+03 1.30326441571963e+01 1.38215759834675e+01 1.26607531947860e+01 1.42157561691629e+01 3.62728317299991e+01 2.77568289963420e+00 3.96722102354337e-01 1.31571832171283e+03 -3.66085619700198e+01 1.01859705637305e+00 7.70441555932170e+00 -4.00394040835357e-01 1.57388426496445e-01
1146 1.22616524856700e+03 -3.32562828950900e+01 1.33877212477600e+01 5.86112300999982e-03 -1.58966473019256e-04 6.39938875681013e-05 1.21928375149544e+03 -3.26662874354406e+01 1.36886026690770e+01 5.82822915586679e-03 -1.56146269161425e-04 6.54321137972525e-05 1.19015446648997e+03 1.26216816374382e+03 1.15620781984413e+03 1.29814848307470e+03 1.29945423406555e+01 1.37808142611669e+01 1.26239004201461e+01 1.41736605648524e+01 3.62127889743018e+01 2.76429314178221e+00 3.95384492390806e-01 1.31136608529732e+03 -3.55671159027235e+01 9.64657960748588e-01 7.64131657370414e+00 -3.88334797327618e-01 1.56328896823135e-01
1147 1.22459161039400e+03 -3.23560767701100e+01 1.33530727953000e+01 5.84340304029218e-03 -1.54394000224742e-04 6.37170673937528e-05 1.20682618969907e+03 -2.95627394536164e+01 1.28647795362073e+01 5.75863150305503e-03 -1.41064988634904e-04 6.13870707724153e-05 1.18864271529253e+03 1.26053265552608e+03 1.15475396845910e+03 1.29645069519958e+03 1.29610823479327e+01 1.37449776457941e+01 1.25915559690425e+01 1.41366316424032e+01 3.61505519624148e+01 2.75340760333276e+00 3.94189334507272e-01 1.30686240718725e+03 -3.45298302029986e+01 9.12344840046407e-01 7.58125343009063e+00 -3.76516817848884e-01 1.55385231439286e-01
1148 1.22293420118500e+03 -3.14582620707100e+01 1.33232053650300e+01 5.82533683625285e-03 -1.49848595834046e-04 6.34638878483128e-05 1.25498416104605e+03 -3.14258324710897e+01 1.25895239903370e+01 5.97800393117757e-03 -1.49694120359347e-04 5.99690627514839e-05 1.18704959043841e+03 1.25881097940010e+03 1.15322100552376e+03 1.29466434623879e+03 1.29322619782495e+01 1.37140634206247e+01 1.25637178786655e+01 1.41046664219610e+01 3.60859041388290e+01 2.74302263319569e+00 3.93136369200026e-01 1.30219247751676e+03 -3.34970697397580e+01 8.61665000008247e-01 7.52417316622383e+00 -3.64932421414892e-01 1.54556204787779e-01
1149 1.22120043711500e+03 -3.05632963822500e+01 1.32980425193400e+01 5.80696154962898e-03 -1.45332315259339e-04 6.32338633759159e-05 1.16091362955564e+03 -2.61461978658064e+01 1.30645694288403e+01 5.52029020329853e-03 -1.24328456706433e-04 6.21236694894744e-05 1.18538228749973e+03 1.25701077209502e+03 1.15161591872771e+03 1.29279729341408e+03 1.29080072212253e+01 1.36879927213896e+01 1.25403144215775e+01 1.40776836088613e+01 3.60190673444189e+01 2.73314283921106e+00 3.92223155589935e-01 1.29737321236178e+03 -3.24696919544837e+01 8.12627303827104e-01 7.47006977953072e+00 -3.53572870658852e-01 1.53839003780926e-01
1150 1.21939030009100e+03 -2.96714887637100e+01 1.32775824098200e+01 5.78827878763199e-03 -1.40846494346910e-04 6.30268656459390e-05 1.18735083312168e+03 -2.87880735979970e+01 1.33838892343013e+01 5.63619182498212e-03 -1.36653043518256e-04 6.35314895855258e-05 1.18364078612111e+03 1.25513201777911e+03 1.14993868565808e+03 1.29084952323022e+03 1.28883164645269e+01 1.36667634636934e+01 1.25213442028576e+01 1.40556808776379e+01 3.59500438547164e+01 2.72377084500532e+00 3.91449456242205e-01 1.29240565315604e+03 -3.14481752174942e+01 7.65230113389803e-01 7.41892761610098e+00 -3.42429932448681e-01 1.53232676792318e-01
1151 1.21750376553500e+03 -2.87832226190200e+01 1.32618977688200e+01 5.76929011837935e-03 -1.36392811695375e-04 6.28431204194176e-05 1.22209100606307e+03 -3.22057754485248e+01 1.31033917807097e+01 5.79102731722703e-03 -1.52610995801127e-04 6.20920204583372e-05 1.18182505965854e+03 1.25317469393938e+03 1.14818927779812e+03 1.28882101531421e+03 1.28732604904380e+01 1.36504503295670e+01 1.25068761612600e+01 1.40387348534344e+01 3.58788357477967e+01 2.71491629021612e+00 3.90817232127801e-01 1.28729085461737e+03 -3.04330715787139e+01 7.19473646839830e-01 7.37077046288086e+00 -3.31498181355302e-01 1.52738108928036e-01
1152 1.21554080069600e+03 -2.78989557059200e+01 1.32509130311800e+01 5.74999706322457e-03 -1.31973285704782e-04 6.26821501760389e-05 1.26389096215737e+03 -2.74709555260499e+01 1.35786807062019e+01 5.97871278074728e-03 -1.29948672647036e-04 6.42326231570501e-05 1.17993507354036e+03 1.25113876964448e+03 1.14636765893451e+03 1.28671174062928e+03 1.28627661309022e+01 1.36389753573091e+01 1.24968393834257e+01 1.40267651744097e+01 3.58054448549927e+01 2.70657407782708e+00 3.90324072663422e-01 1.28202988126392e+03 -2.94250056029121e+01 6.75359418204673e-01 7.32554323876550e+00 -3.20769315158255e-01 1.52352881700560e-01
1153 1.21350879466000e+03 -2.70189973295600e+01 1.32446272139500e+01 5.73043618316239e-03 -1.27589219469529e-04 6.25438326885643e-05 1.14175661548731e+03 -2.90092892288593e+01 1.30153253572094e+01 5.39160774981169e-03 -1.36987783999913e-04 6.14610225247527e-05 1.17797799773057e+03 1.24903185305412e+03 1.14448079252511e+03 1.28452952632815e+03 1.28568326120356e+01 1.36323373549888e+01 1.24912332874918e+01 1.40197704346221e+01 3.57300915278292e+01 2.69875292868726e+00 3.89969767577169e-01 1.27663944058705e+03 -2.84246128151852e+01 6.32879251577608e-01 7.28326737009808e+00 -3.10235411638260e-01 1.52076419624192e-01
